countryname,Active,Closed,Dropped,Pipeline
Republic of Burundi,False,True,False,False
East Asia and Pacific,True,False,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Arab Republic of Egypt,True,False,False,False
Kingdom of Morocco,True,False,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Republic of India,False,True,False,False
Republic of Peru,True,False,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
Tuvalu,False,True,False,False
Republic of Mali,True,False,False,False
Federative Republic of Brazil,True,False,False,False
United Mexican States,True,False,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Rwanda,True,False,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Kingdom of Tonga,False,True,False,False
Republic of Yemen,False,True,False,False
Islamic Republic of Pakistan,True,False,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
Union of the Comoros,False,True,False,False
Solomon Islands,True,False,False,False
Republic of Armenia,False,True,False,False
Tuvalu,True,False,False,False
Kingdom of Lesotho,True,False,False,False
Republic of Kenya,True,False,False,False
Republic of India,True,False,False,False
People's Republic of China,True,False,False,False
Republic of India,True,False,False,False
Kingdom of Morocco,False,True,False,False
Republic of India,True,False,False,False
Republic of Ghana,True,False,False,False
Republic of Yemen,False,True,False,False
Republic of Tunisia,True,False,False,False
Western Africa,False,True,False,False
Democratic Republic of Timor-Leste,True,False,False,False
Samoa,True,False,False,False
Samoa,False,True,False,False
Dominican Republic,True,False,False,False
Republic of the Philippines,True,False,False,False
Republic of Madagascar,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Tajikistan,False,True,False,False
Kyrgyz Republic,False,True,False,False
Kingdom of Cambodia,True,False,False,False
Hashemite Kingdom of Jordan,True,False,False,False
Kingdom of Morocco,True,False,False,False
Hashemite Kingdom of Jordan,True,False,False,False
Nepal,True,False,False,False
Republic of the Sudan,False,True,False,False
Republic of Azerbaijan,True,False,False,False
East Asia and Pacific,True,False,False,False
The Independent State of Papua New Guine,False,True,False,False
East Asia and Pacific,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Pacific Islands,True,False,False,False
Solomon Islands,False,True,False,False
Republic of Mozambique,True,False,False,False
Republic of Angola,True,False,False,False
United Republic of Tanzania,True,False,False,False
Federal Republic of Nigeria,True,False,False,False
Republic of Seychelles,False,True,False,False
People's Republic of Bangladesh,True,False,False,False
Republic of Senegal,True,False,False,False
Republic of Kosovo,True,False,False,False
Republic of the Union of Myanmar,True,False,False,False
West Bank and Gaza,True,False,False,False
Argentine Republic,True,False,False,False
Republic of The Gambia,True,False,False,False
Russian Federation,False,True,False,False
Pacific Islands,False,True,False,False
Russian Federation,True,False,False,False
Republic of Congo,True,False,False,False
Republic of Tajikistan,False,True,False,False
Russian Federation,False,True,False,False
Solomon Islands,False,True,False,False
Democratic Republic of Sao Tome and Prin,False,True,False,False
Africa,True,False,False,False
Pacific Islands,False,True,False,False
Ukraine,False,True,False,False
World,False,True,False,False
Union of the Comoros,False,True,False,False
Republic of Colombia,False,True,False,False
Western Africa,True,False,False,False
Africa,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Sierra Leone,False,True,False,False
Middle East and North Africa,True,False,False,False
Republic of India,True,False,False,False
Africa,False,True,False,False
Solomon Islands,False,True,False,False
Republic of Peru,False,True,False,False
Republic of Burundi,False,True,False,False
Africa,True,False,False,False
Republic of Mozambique,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of Cote d'Ivoire,True,False,False,False
Republic of Ecuador,True,False,False,False
Republic of Honduras,True,False,False,False
Islamic  Republic of Afghanistan,False,True,False,False
Republic of the Marshall Islands,True,False,False,False
Eastern Africa,True,False,False,False
Kingdom of Morocco,True,False,False,False
Lebanese Republic,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of Tajikistan,True,False,False,False
Burkina Faso,True,False,False,False
Argentine Republic,True,False,False,False
Republic of Zimbabwe,True,False,False,False
Republic of Mozambique,True,False,False,False
Kyrgyz Republic,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of Ecuador,True,False,False,False
Middle East and North Africa,False,True,False,False
Republic of Liberia,False,True,False,False
Republic of Kenya,True,False,False,False
Kyrgyz Republic,False,True,False,False
Republic of Tunisia,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Jamaica,True,False,False,False
Republic of Mozambique,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Republic of Colombia,True,False,False,False
Samoa,False,True,False,False
Georgia,True,False,False,False
Republic of Indonesia,True,False,False,False
Republic of Liberia,True,False,False,False
Union of the Comoros,False,True,False,False
Republic of Indonesia,True,False,False,False
Republic of Armenia,False,True,False,False
Republic of Haiti,True,False,False,False
Republic of Guinea,False,True,False,False
Federal Republic of Nigeria,False,True,False,False
Federal Republic of Nigeria,True,False,False,False
Islamic Republic of Pakistan,False,True,False,False
Nepal,True,False,False,False
Africa,True,False,False,False
Republic of Kazakhstan,True,False,False,False
Arab Republic of Egypt,True,False,False,False
Nepal,False,True,False,False
Republic of Croatia,True,False,False,False
Georgia,False,True,False,False
Republic of Yemen,False,True,False,False
Kingdom of Morocco,True,False,False,False
Republic of Azerbaijan,True,False,False,False
Kingdom of Morocco,True,False,False,False
Republic of Azerbaijan,False,True,False,False
Republic of Liberia,False,True,False,False
People's Republic of Bangladesh,True,False,False,False
Republic of Turkey,True,False,False,False
People's Republic of Bangladesh,True,False,False,False
Federative Republic of Brazil,True,False,False,False
Kyrgyz Republic,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Cabo Verde,True,False,False,False
Republic of Indonesia,True,False,False,False
Nepal,True,False,False,False
Lao People's Democratic Republic,False,True,False,False
Republic of Benin,True,False,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Chad,True,False,False,False
Republic of South Sudan,True,False,False,False
Republic of Vanuatu,False,True,False,False
People's Republic of China,True,False,False,False
People's Republic of China,True,False,False,False
People's Republic of China,True,False,False,False
Republic of India,True,False,False,False
Republic of Honduras,False,True,False,False
Republic of Honduras,False,True,False,False
Republic of Kenya,True,False,False,False
Republic of Mali,False,True,False,False
Republic of Haiti,False,True,False,False
Islamic Republic of Mauritania,True,False,False,False
Republic of Poland,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Republic of Chad,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,True,False,False,False
Federative Republic of Brazil,True,False,False,False
Republic of Albania,False,True,False,False
Islamic  Republic of Afghanistan,False,True,False,False
Republic of Senegal,True,False,False,False
Republic of Indonesia,False,True,False,False
World,False,True,False,False
Republic of Indonesia,False,True,False,False
Democratic Republic of the Congo,True,False,False,False
Democratic Republic of the Congo,True,False,False,False
Republic of Cameroon,True,False,False,False
Republic of Chile,True,False,False,False
Republic of Ghana,True,False,False,False
Republic of Turkey,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Belarus,False,True,False,False
Republic of Yemen,False,True,False,False
Antigua and Barbuda,False,True,False,False
Republic of Djibouti,True,False,False,False
Republic of Djibouti,True,False,False,False
Nepal,True,False,False,False
Mongolia,False,True,False,False
People's Republic of China,True,False,False,False
Republic of Togo,False,True,False,False
Kingdom of Lesotho,False,True,False,False
Democratic Republic of Sao Tome and Prin,False,True,False,False
Socialist Republic of Vietnam,True,False,False,False
Socialist Republic of Vietnam,True,False,False,False
People's Republic of China,True,False,False,False
Islamic Republic of Pakistan,True,False,False,False
People's Republic of China,True,False,False,False
Lao People's Democratic Republic,True,False,False,False
Republic of Niger,False,True,False,False
Western Africa,True,False,False,False
Republic of Liberia,True,False,False,False
Republic of Indonesia,False,True,False,False
Republic of Zambia,True,False,False,False
Republic of Liberia,True,False,False,False
Africa,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of the Sudan,False,True,False,False
Republic of Malawi,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Republic of Niger,True,False,False,False
West Bank and Gaza,False,True,False,False
West Bank and Gaza,False,True,False,False
Middle East and North Africa,False,True,False,False
Burkina Faso,True,False,False,False
Republic of Mali,False,True,False,False
Republic of Armenia,True,False,False,False
Republic of Kazakhstan,True,False,False,False
Republic of Uganda,False,True,False,False
Africa,True,False,False,False
Republic of Haiti,True,False,False,False
Republic of Haiti,True,False,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Togo,False,True,False,False
Lebanese Republic,False,True,False,False
Republic of Yemen,False,True,False,False
Burkina Faso,True,False,False,False
Nepal,True,False,False,False
Kingdom of Bhutan,True,False,False,False
Nepal,False,True,False,False
Republic of Tajikistan,False,True,False,False
Republic of India,True,False,False,False
Republic of India,True,False,False,False
Republic of Rwanda,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
People's Republic of China,True,False,False,False
Kingdom of Thailand,False,True,False,False
Republic of Kosovo,False,True,False,False
Democratic Republic of the Congo,False,True,False,False
Republic of Zambia,True,False,False,False
Democratic Republic of the Congo,True,False,False,False
Georgia,True,False,False,False
Republic of Uganda,True,False,False,False
People's Republic of Bangladesh,False,True,False,False
Macedonia,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Kyrgyz Republic,True,False,False,False
Republic of Indonesia,True,False,False,False
Republic of India,True,False,False,False
Democratic Republic of the Congo,False,True,False,False
Republic of Niger,True,False,False,False
Republic of Burundi,True,False,False,False
Republic of Mali,True,False,False,False
Republic of Maldives,True,False,False,False
Republic of Niger,False,True,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of Croatia,True,False,False,False
Hashemite Kingdom of Jordan,True,False,False,False
Republic of Serbia,True,False,False,False
Romania,True,False,False,False
People's Republic of China,True,False,False,False
Republic of Uzbekistan,True,False,False,False
Republic of Zambia,True,False,False,False
Republic of Mozambique,True,False,False,False
Republic of Mozambique,False,True,False,False
Republic of Mozambique,True,False,False,False
World,False,True,False,False
Republic of the Union of Myanmar,True,False,False,False
Republic of Nicaragua,False,True,False,False
Republic of Armenia,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Kyrgyz Republic,True,False,False,False
Republic of Moldova,False,True,False,False
Republic of Yemen,False,True,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Kingdom of Lesotho,True,False,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Benin,False,True,False,False
Kingdom of Cambodia,False,True,False,False
Republic of Peru,False,True,False,False
Republic of Djibouti,True,False,False,False
Republic of Yemen,False,True,False,False
Republic of Indonesia,True,False,False,False
Republic of Tajikistan,False,True,False,False
Socialist Republic of Vietnam,True,False,False,False
People's Republic of China,True,False,False,False
Republic of the Sudan,True,False,False,False
Republic of Uganda,True,False,False,False
Republic of South Sudan,True,False,False,False
Republic of Mozambique,True,False,False,False
Republic of Mozambique,True,False,False,False
Republic of Mali,False,True,False,False
Union of the Comoros,False,True,False,False
Democratic Socialist Republic of Sri Lan,True,False,False,False
Republic of Turkey,True,False,False,False
Kingdom of Morocco,False,True,False,False
Republic of Mauritius,False,True,False,False
Republic of Armenia,True,False,False,False
Republic of Turkey,True,False,False,False
Republic of Mauritius,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Nicaragua,True,False,False,False
Federal Republic of Nigeria,True,False,False,False
United Republic of Tanzania,True,False,False,False
Federal Republic of Nigeria,True,False,False,False
Republic of Panama,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Cameroon,True,False,False,False
Republic of Niger,False,True,False,False
Burkina Faso,False,True,False,False
People's Republic of China,True,False,False,False
People's Republic of China,True,False,False,False
People's Republic of China,True,False,False,False
People's Republic of China,True,False,False,False
People's Republic of China,True,False,False,False
People's Republic of China,True,False,False,False
Republic of Vanuatu,True,False,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of the Marshall Islands,False,True,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Republic of Moldova,False,True,False,False
Africa,True,False,False,False
Islamic Republic of Pakistan,True,False,False,False
Republic of Benin,False,True,False,False
Republic of Rwanda,True,False,False,False
Republic of Benin,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Mongolia,False,True,False,False
Republic of Tajikistan,False,True,False,False
Republic of Kiribati,True,False,False,False
Kingdom of Morocco,False,True,False,False
Kingdom of Morocco,True,False,False,False
Republic of the Sudan,False,True,False,False
Kyrgyz Republic,True,False,False,False
Republic of Malawi,False,True,False,False
Republic of Uzbekistan,True,False,False,False
Hashemite Kingdom of Jordan,True,False,False,False
Republic of Armenia,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
People's Republic of China,True,False,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Republic of Nicaragua,False,True,False,False
Democratic Republic of Timor-Leste,True,False,False,False
Burkina Faso,False,True,False,False
The Independent State of Papua New Guine,True,False,False,False
The Independent State of Papua New Guine,True,False,False,False
Republic of Rwanda,False,True,False,False
Republic of Yemen,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of Yemen,False,True,False,False
The Independent State of Papua New Guine,False,True,False,False
Republic of Uganda,False,True,False,False
Nepal,False,True,False,False
West Bank and Gaza,True,False,False,False
People's Republic of Bangladesh,False,True,False,False
Kingdom of Bhutan,False,True,False,False
Russian Federation,False,True,False,False
Republic of Sierra Leone,False,True,False,False
Republic of Armenia,True,False,False,False
Republic of Croatia,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of Uzbekistan,False,True,False,False
Republic of Mozambique,False,True,False,False
Republic of Moldova,True,False,False,False
Republic of Mozambique,False,True,False,False
Europe and Central Asia,False,True,False,False
Republic of Moldova,False,True,False,False
Republic of Tunisia,True,False,False,False
Republic of the Union of Myanmar,False,True,False,False
Kyrgyz Republic,False,True,False,False
Federal Republic of Nigeria,False,True,False,False
Republic of Peru,False,True,False,False
People's Republic of China,True,False,False,False
Republic of Nicaragua,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
United Republic of Tanzania,False,True,False,False
Nepal,True,False,False,False
Republic of Armenia,False,True,False,False
Islamic Republic of Pakistan,True,False,False,False
Republic of Albania,True,False,False,False
Macedonia,False,True,False,False
Republic of Madagascar,False,True,False,False
Republic of Yemen,False,True,False,False
Africa,True,False,False,False
The Independent State of Papua New Guine,False,True,False,False
Islamic Republic of Pakistan,True,False,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of Azerbaijan,False,True,False,False
Republic of Senegal,False,True,False,False
Republic of Namibia,False,True,False,False
Burkina Faso,True,False,False,False
Burkina Faso,True,False,False,False
Kyrgyz Republic,False,True,False,False
Ukraine,False,True,False,False
Democratic Republic of the Congo,False,True,False,False
Samoa,True,False,False,False
Central African Republic,True,False,False,False
Bosnia and Herzegovina,True,False,False,False
Arab Republic of Egypt,False,True,False,False
Republic of Kenya,True,False,False,False
Republic of Uzbekistan,True,False,False,False
Republic of Honduras,True,False,False,False
Republic of Colombia,False,True,False,False
Republic of Peru,False,True,False,False
Republic of Peru,False,True,False,False
Republic of Honduras,True,False,False,False
Republic of Seychelles,False,True,False,False
Republic of Guinea,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of Indonesia,True,False,False,False
Republic of Vanuatu,True,False,False,False
Republic of Peru,False,True,False,False
Lao People's Democratic Republic,True,False,False,False
Republic of Albania,True,False,False,False
Union of the Comoros,False,True,False,False
Macedonia,False,True,False,False
Republic of Madagascar,False,True,False,False
Republic of Madagascar,True,False,False,False
Republic of Tajikistan,True,False,False,False
West Bank and Gaza,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Republic of Tunisia,False,True,False,False
Republic of the Philippines,True,False,False,False
People's Republic of China,True,False,False,False
Republic of Maldives,False,True,False,False
Republic of India,True,False,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,True,False,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
United Mexican States,True,False,False,False
Republic of Indonesia,True,False,False,False
South Asia,False,True,False,False
Republic of Kenya,True,False,False,False
Republic of Kenya,True,False,False,False
Nepal,True,False,False,False
Kingdom of Tonga,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Oriental Republic of Uruguay,True,False,False,False
Republic of Nicaragua,True,False,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Colombia,False,True,False,False
Oriental Republic of Uruguay,True,False,False,False
Republic of Nicaragua,False,True,False,False
Pacific Islands,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Ukraine,False,True,False,False
Republic of the Sudan,False,True,False,False
Federative Republic of Brazil,True,False,False,False
Federative Republic of Brazil,True,False,False,False
Georgia,True,False,False,False
Republic of Yemen,False,True,False,False
Republic of Maldives,False,True,False,False
Western Africa,False,True,False,False
Republic of Moldova,False,True,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of the Union of Myanmar,True,False,False,False
Republic of Tajikistan,False,True,False,False
Lebanese Republic,True,False,False,False
Kingdom of Morocco,False,True,False,False
Republic of Tajikistan,True,False,False,False
Socialist Republic of Vietnam,True,False,False,False
Bosnia and Herzegovina,True,False,False,False
Republic of India,False,True,False,False
East Asia and Pacific,False,True,False,False
United Republic of Tanzania,True,False,False,False
Republic of Burundi,False,True,False,False
Plurinational State of Bolivia,True,False,False,False
Plurinational State of Bolivia,False,True,False,False
Republic of Burundi,False,True,False,False
United Republic of Tanzania,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Senegal,False,True,False,False
Ukraine,False,True,False,False
Nepal,False,True,False,False
Burkina Faso,False,True,False,False
Republic of Ghana,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Mauritius,False,True,False,False
Kingdom of Bhutan,False,True,False,False
Kingdom of Bhutan,False,True,False,False
Western Africa,True,False,False,False
People's Republic of Bangladesh,True,False,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of India,True,False,False,False
Republic of Costa Rica,True,False,False,False
Oriental Republic of Uruguay,False,True,False,False
Republic of Haiti,True,False,False,False
Republic of India,False,True,False,False
Republic of Haiti,True,False,False,False
Republic of India,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of Vanuatu,False,True,False,False
Federal Republic of Nigeria,True,False,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
Republic of Guinea,True,False,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
Solomon Islands,True,False,False,False
Republic of the Philippines,False,True,False,False
People's Republic of Bangladesh,True,False,False,False
People's Republic of Bangladesh,True,False,False,False
Russian Federation,True,False,False,False
Republic of Seychelles,False,True,False,False
Ukraine,True,False,False,False
Republic of Sierra Leone,True,False,False,False
Republic of Croatia,False,True,False,False
Republic of Liberia,True,False,False,False
People's Republic of Bangladesh,True,False,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Islamic Republic of Pakistan,True,False,False,False
Republic of Indonesia,True,False,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of Uzbekistan,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Latin America,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of Zambia,False,True,False,False
Republic of India,True,False,False,False
Republic of India,True,False,False,False
Republic of India,False,True,False,False
Mongolia,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
United Mexican States,True,False,False,False
Federative Republic of Brazil,False,True,False,False
The Independent State of Papua New Guine,False,True,False,False
Nepal,False,True,False,False
West Bank and Gaza,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Indonesia,False,True,False,False
Jamaica,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Republic of Liberia,False,False,False,False
Republic of Guinea,False,True,False,False
Republic of Indonesia,True,False,False,False
Republic of Kenya,True,False,False,False
West Bank and Gaza,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Africa,False,True,False,False
West Bank and Gaza,False,True,False,False
West Bank and Gaza,False,True,False,False
Republic of Tunisia,False,True,False,False
Socialist Republic of Vietnam,True,False,False,False
Federative Republic of Brazil,True,False,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Senegal,True,False,False,False
Republic of Kiribati,True,False,False,False
Lao People's Democratic Republic,False,True,False,False
Africa,True,False,False,False
Nepal,False,True,False,False
Georgia,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Democratic Republic of the Congo,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Peru,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Malawi,False,True,False,False
Africa,True,False,False,False
Republic of Colombia,False,True,False,False
Western Africa,False,True,False,False
Federal Republic of Nigeria,True,False,False,False
Eastern Africa,False,True,False,False
Republic of Colombia,True,False,False,False
People's Republic of China,False,True,False,False
Oriental Republic of Uruguay,True,False,False,False
Arab Republic of Egypt,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Azerbaijan,True,False,False,False
Republic of Armenia,True,False,False,False
Republic of Indonesia,False,True,False,False
Europe and Central Asia,True,False,False,False
Republic of South Sudan,True,False,False,False
Kingdom of Morocco,False,True,False,False
Republic of Serbia,False,True,False,False
Nepal,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Africa,False,True,False,False
Kingdom of Morocco,False,True,False,False
Montenegro,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Lebanese Republic,False,True,False,False
Republic of Cabo Verde,False,True,False,False
Republic of Uganda,True,False,False,False
Republic of Cote d'Ivoire,True,False,False,False
Republic of Niger,False,True,False,False
Nepal,False,True,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Burkina Faso,False,True,False,False
Africa,True,False,False,False
Republic of Niger,True,False,False,False
Georgia,False,True,False,False
Republic of Mozambique,False,True,False,False
Kingdom of Tonga,False,True,False,False
Republic of El Salvador,False,True,False,False
Republic of Uganda,True,False,False,False
Republic of Burundi,True,False,False,False
Federal Republic of Nigeria,False,True,False,False
Republic of Guinea,True,False,False,False
Federal Republic of Nigeria,True,False,False,False
Federal Republic of Nigeria,False,True,False,False
Republic of Poland,False,True,False,False
Europe and Central Asia,False,True,False,False
Nepal,False,True,False,False
Republic of South Sudan,False,True,False,False
Republic of Malawi,True,False,False,False
People's Republic of China,True,False,False,False
Republic of Malawi,True,False,False,False
Republic of Madagascar,False,True,False,False
Republic of Nicaragua,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Djibouti,True,False,False,False
Democratic Republic of Timor-Leste,False,True,False,False
Kingdom of Morocco,False,True,False,False
Romania,False,True,False,False
Republic of Djibouti,True,False,False,False
Republic of Djibouti,False,True,False,False
Republic of Djibouti,True,False,False,False
Republic of Liberia,True,False,False,False
Belize,False,True,False,False
Kyrgyz Republic,False,True,False,False
Western Africa,True,False,False,False
Western Africa,True,False,False,False
People's Republic of China,True,False,False,False
Republic of The Gambia,False,True,False,False
Democratic Republic of Timor-Leste,False,True,False,False
Republic of Sierra Leone,True,False,False,False
Republic of Guinea,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Republic of India,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Croatia,False,True,False,False
Republic of Armenia,False,True,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
People's Republic of China,False,True,False,False
Federative Republic of Brazil,True,False,False,False
People's Republic of China,False,True,False,False
World,False,True,False,False
People's Republic of China,True,False,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
Republic of Congo,False,True,False,False
Republic of Togo,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Caribbean,True,False,False,False
Western Africa,True,False,False,False
Islamic  Republic of Afghanistan,False,True,False,False
Central African Republic,True,False,False,False
People's Republic of China,True,False,False,False
United Mexican States,False,True,False,False
Republic of Chad,False,True,False,False
Africa,True,False,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Chad,False,True,False,False
Central America,False,True,False,False
Mongolia,False,True,False,False
Republic of the Philippines,True,False,False,False
People's Republic of China,False,True,False,False
Republic of Ghana,False,True,False,False
Africa,True,False,False,False
Republic of Kenya,False,True,False,False
West Bank and Gaza,True,False,False,False
Republic of Indonesia,False,True,False,False
Republic of Tunisia,False,True,False,False
World,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Kenya,True,False,False,False
Republic of Malawi,False,True,False,False
People's Republic of China,False,True,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of Senegal,True,False,False,False
Republic of Kenya,True,False,False,False
Macedonia,True,False,False,False
Republic of Tajikistan,True,False,False,False
Federal Republic of Nigeria,True,False,False,False
Federal Republic of Nigeria,True,False,False,False
West Bank and Gaza,False,True,False,False
Republic of Tajikistan,False,True,False,False
Republic of Burundi,False,True,False,False
Caribbean,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of The Gambia,False,True,False,False
Bosnia and Herzegovina,True,False,False,False
Republic of Benin,False,True,False,False
Republic of Zambia,False,True,False,False
Republic of Kosovo,False,True,False,False
Republic of Moldova,True,False,False,False
Federative Republic of Brazil,True,False,False,False
Republic of Yemen,False,True,False,False
Republic of Mozambique,True,False,False,False
Republic of Moldova,True,False,False,False
Republic of Kazakhstan,True,False,False,False
Republic of Mozambique,False,True,False,False
Republic of Madagascar,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
West Bank and Gaza,False,True,False,False
People's Republic of China,True,False,False,False
Islamic Republic of Pakistan,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Solomon Islands,False,True,False,False
Republic of South Sudan,False,True,False,False
Republic of Yemen,False,True,False,False
Burkina Faso,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Maldives,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Chile,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of South Sudan,True,False,False,False
Lebanese Republic,False,True,False,False
Federal Republic of Nigeria,True,False,False,False
Islamic Republic of Pakistan,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Cameroon,False,True,False,False
Federative Republic of Brazil,True,False,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Chile,False,True,False,False
Republic of Albania,True,False,False,False
Mongolia,True,False,False,False
Republic of Mozambique,True,False,False,False
Republic of the Philippines,False,True,False,False
Samoa,True,False,False,False
People's Republic of China,False,True,False,False
Federal Republic of Nigeria,False,True,False,False
United Republic of Tanzania,True,False,False,False
People's Republic of China,True,False,False,False
Federative Republic of Brazil,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Republic of Kenya,False,True,False,False
Democratic Republic of Sao Tome and Prin,False,True,False,False
Republic of Senegal,False,True,False,False
World,False,True,False,False
Gabonese Republic,True,False,False,False
Republic of Maldives,False,True,False,False
Republic of Cameroon,True,False,False,False
Republic of Armenia,False,True,False,False
Republic of Turkey,False,True,False,False
Republic of Uzbekistan,False,True,False,False
Republic of India,True,False,False,False
Republic of Malawi,True,False,False,False
Republic of Ghana,True,False,False,False
Republic of Mauritius,False,True,False,False
Republic of Mauritius,False,True,False,False
Republic of Colombia,False,True,False,False
Republic of Ghana,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of Ghana,True,False,False,False
Republic of India,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
United Mexican States,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
People's Republic of China,True,False,False,False
