Country Name,Country Code,Indicator Name,Indicator Code,Year,gdp
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1972,270818555.823521
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1972,165258093.875959
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1972,230317908.038643
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1972,113082820992.019
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1972,11853817307.6923
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1972,113687586299.051
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1972,1849400599.77558
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1972,1430951331.85034
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1972,410669262.898009
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1972,8671358732.68486
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1972,1238251695.55388
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1972,4687887088.69664
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1972,8135150891.92025
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1972,298667219346.133
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1972,23232411897.6012
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1972,1987300000.0
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1972,6761786386.54713
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1972,154648692271.164
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1972,328024939592.019
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1972,562287559810.694
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1972,1356725575095.34
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1972,3185987234.84089
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1972,8763960703.20579
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1972,877638449890.683
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1972,58971806626.9739
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1972,1157617173701.88
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1972,14754136507.0261
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1972,316650508.967523
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1972,203494148244.473
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1972,430508357.724
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1972,169965034965.035
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1972,2112292944.64142
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1972,59161544.9957528
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1972,87702828.5651641
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1972,65429198.238708
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1972,16885506818.1818
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1972,106101175.65798
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1972,2101300000.0
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1972,285380952.380952
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1972,3101607506027.2
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1972,5710107420.14394
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1972,802999950.0
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1972,32953438858.5499
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1972,629260304290.822
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1972,709469029025.934
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1972,81575512062.1603
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1972,33946936943.367
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1972,10997590361.4458
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1972,70509913049.4003
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1972,6325627655.38946
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1972,17153463263.6627
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1972,4113848002.40312
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1972,827213233.627917
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1972,144780887782.205
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1972,1875048859.93485
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1972,788574628.955475
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1972,318031297492.682
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1972,2107279157.38336
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1972,505549441.375077
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1972,18936526.9461078
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1972,22944849.1155047
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1972,10842220468.8335
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1972,4451200972.9401
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1972,368098000.0
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1972,124941925.010473
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1972,2553936348.40871
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1972,179053902853.986
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1972,655695520141.939
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1972,80915831.9240276
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1972,1968733021.7212
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1972,5074117544.77482
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1972,402460333.237637
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1972,1341590681.58511
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1972,58361126693.792
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1972,45200000000.0
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1972,626962958885.668
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1972,486617332.387405
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1972,295118249.324932
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1972,265009395.147976
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1972,406062874.251497
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1972,5043268548.73032
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1972,1395767220992.02
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1972,505892512.861927
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1972,742779659.455167
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1972,12274416017.7976
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1972,54008338917.8797
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1972,17358610849.701
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1972,1024098804.93827
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1972,9820126397.66651
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1972,3076482474099.71
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1972,366857738.40542
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1972,9309109764.07784
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1972,1673411700.0
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1972,9189413409.01292
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1972,8017468688.2004
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1972,858802035.928144
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1972,21052578710.5825
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1972,6328900000.0
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1972,11240223128.2431
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1972,697291727.777778
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1972,3007620555130.77
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1972,325843254.667123
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1972,510259940.720474
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1972,246457838.336681
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1972,90429765500.6402
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1972,9664157498.5524
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1972,2882000000.0
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1972,1280328245.00174
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1972,2719900350.73917
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1972,40606712.050639
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1972,465381089.98454
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1972,1263720000.0
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1972,67888161232.0821
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1972,67917081666.5152
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1972,10460130928.5523
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1972,287600000.0
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1972,48263914958.8443
Swaziland,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1972,146741251.46351
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1972,30645121.0129499
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1972,3059682162.06566
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1972,585427545.723712
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1972,154329754151.3
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1972,335677636.893737
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1972,8177884552.88461
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1972,90429765500.6402
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1972,67917081666.5152
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1972,1083381044.08473
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1972,2237476420.03773
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1972,20431095406.3604
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1972,1491596638.65546
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1972,446317194635.251
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1972,2189418001.37898
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1972,1282449000000.0
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1972,27585488.9918284
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1972,15922863636.3636
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1972,307100000.0
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1972,3756353995303.02
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1972,169741381680.78812
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1972,21358137114.6091
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1972,1910714285.71429
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1972,2677729400.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1973,1733333264.44444
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1973,150820102.798401
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1973,55018394945.212
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1973,47289600372.0
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1973,63721973094.1704
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1973,29515467987.912
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1973,304339839.552146
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1973,47999363071.8278
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1973,504376035.716401
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1973,674773821.151416
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1973,8086725729.3407
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1973,670900000.0
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1973,78343558.2822086
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1973,269500000.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1973,1263018490.75462
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1973,433092003.579273
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1973,244129088.027662
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1973,271183061.359635
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1973,131321859214.079
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1973,16836261173.1844
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1973,138544284708.957
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1973,2508421234.8557
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1973,1758727395.18703
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1973,541973362.481063
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1973,10315760000.3394
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1973,1528916185.23199
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1973,5121148699.64593
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1973,9987709650.18094
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1973,396866742553.97
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1973,30730638895.7765
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1973,2344699900.0
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1973,8715105930.49101
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1973,194710609925.14
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1973,423390532576.314
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1973,741052943901.473
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1973,1723206916526.0
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1973,3891755551.94138
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1973,9616725366.34664
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1973,1139338665733.79
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1973,78425934894.3461
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1973,1469889521861.89
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1973,207915481088.4013
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1973,19486826979.9284
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1973,425963359.355326
